"Date","Price","Open","High","Low","Vol.","Change %"
"06/30/2019","11,283.0","11,973.0","12,229.0","9,745.1","153.59K","-5.35%"
"06/23/2019","11,921.0","10,745.0","13,764.0","10,397.0","220.96K","10.91%"
"06/16/2019","10,747.9","8,852.8","11,210.0","8,803.0","107.90K","21.36%"
"06/09/2019","8,856.0","7,924.0","8,904.1","7,502.5","64.50K","11.75%"
"06/02/2019","7,924.6","8,546.9","8,813.0","7,461.0","97.98K","-7.28%"
"05/26/2019","8,547.0","8,054.9","9,100.0","7,897.1","100.95K","6.11%"
"05/19/2019","8,054.9","7,260.1","8,263.2","7,252.0","90.82K","10.95%"
"05/12/2019","7,260.0","7,125.1","8,307.7","6,860.0","197.17K","1.73%"
"05/05/2019","7,136.4","6,098.2","7,278.3","5,926.6","70.78K","17.02%"
"04/28/2019","6,098.3","5,400.6","6,149.1","5,370.3","77.19K","12.89%"
"04/21/2019","5,401.8","5,340.1","5,647.4","5,142.7","114.48K","1.16%"
"04/14/2019","5,340.0","5,103.7","5,375.6","5,000.7","53.17K","4.67%"
"04/07/2019","5,101.8","5,091.1","5,487.4","4,935.2","91.56K","0.22%"
"03/31/2019","5,090.5","4,165.1","5,330.1","4,127.2","145.80K","22.22%"
"03/24/2019","4,165.1","4,063.0","4,210.0","3,939.1","47.36K","2.51%"
"03/17/2019","4,063.2","4,088.0","4,138.7","4,005.2","41.78K","-0.61%"
"03/10/2019","4,088.0","4,017.3","4,152.7","3,882.8","46.50K","1.76%"
"03/03/2019","4,017.3","3,913.0","4,046.2","3,767.4","57.07K","2.67%"
"02/24/2019","3,913.0","4,212.2","4,282.4","3,767.0","85.25K","-7.09%"
"02/17/2019","4,211.7","3,676.5","4,255.0","3,669.9","134.65K","14.56%"
"02/10/2019","3,676.4","3,718.3","3,753.5","3,642.8","66.07K","-1.13%"
