"Date","Close","% Change","% Change vs Average","Volume"
"2025-03-13T14:49:00.000Z","39.93","0.09","1.13","681"
"2025-03-13T14:50:00.000Z","39.94","0.04","1.08","1,491"
"2025-03-13T14:51:00.000Z","39.96","0.03","1.07","1,439"
"2025-03-13T14:52:00.000Z","39.96","0","1.05","663"
"2025-03-13T14:53:00.000Z","39.97","0.04","1.08","1,565"
"2025-03-13T14:54:00.000Z","39.94","-0.06","0.98","474"
"2025-03-13T14:55:00.000Z","39.94","-0.03","1.02","3,107"
"2025-03-13T14:56:00.000Z","39.92","-0.03","1.02","364"
"2025-03-13T14:57:00.000Z","39.92","0","1.05","748"
"2025-03-13T14:58:00.000Z","39.92","-0.03","1.02","476"
"2025-03-13T14:59:00.000Z","39.90","-0.03","1.02","680"
"2025-03-13T15:00:00.000Z","39.99","0.20","1.25","14,612"
"2025-03-13T15:01:00.000Z","39.94","-0.10","0.95","2,017"
"2025-03-13T15:02:00.000Z","39.94","0","1.05","191"
"2025-03-13T15:03:00.000Z","39.94","-0.01","1.03","552"
"2025-03-13T15:04:00.000Z","","-100.00","-98.95",""
"2025-03-13T15:05:00.000Z","39.98","0.10","1.15","4,427"
"2025-03-13T15:06:00.000Z","39.97","-0.03","1.02","782"
"2025-03-13T15:07:00.000Z","39.94","-0.09","0.96","2,843"
"2025-03-13T15:08:00.000Z","39.90","-0.08","0.97","2,531"
"2025-03-13T15:09:00.000Z","39.90","0","1.05","2,778"
"2025-03-13T15:10:00.000Z","39.94","0.10","1.15","1,574"
"2025-03-13T15:11:00.000Z","39.92","-0.05","1.00","950"
