"Date","Close","% Change","% Change vs Average","Volume"
"2025-03-18T16:10:00.000Z","117.16","0.28","0.29","1,378,488"
"2025-03-18T16:15:00.000Z","117.24","0.07","0.07","5,424,556"
"2025-03-18T16:20:00.000Z","117.40","0.14","0.14","2,101,898"
"2025-03-18T16:25:00.000Z","117.64","0.21","0.21","2,272,918"
"2025-03-18T16:30:00.000Z","117.63","-0.01","-0.01","2,038,473"
"2025-03-18T16:35:00.000Z","117.77","0.12","0.12","2,202,372"
"2025-03-18T16:40:00.000Z","117.25","-0.44","-0.44","2,384,219"
"2025-03-18T16:45:00.000Z","117.33","0.07","0.07","1,803,693"
"2025-03-18T16:50:00.000Z","117.43","0.09","0.09","1,840,464"
"2025-03-18T16:55:00.000Z","118.39","0.82","0.82","4,343,696"
"2025-03-18T17:00:00.000Z","118.52","0.11","0.11","3,346,986"
"2025-03-18T17:05:00.000Z","118.23","-0.24","-0.24","3,059,782"
"2025-03-18T17:10:00.000Z","118.90","0.56","0.57","4,109,015"
"2025-03-18T17:15:00.000Z","118.03","-0.74","-0.73","4,616,647"
"2025-03-18T17:20:00.000Z","117.65","-0.32","-0.31","3,610,660"
"2025-03-18T17:25:00.000Z","117.15","-0.42","-0.42","3,685,478"
"2025-03-18T17:30:00.000Z","116.89","-0.23","-0.22","4,129,772"
"2025-03-18T17:35:00.000Z","117.53","0.55","0.55","3,451,458"
"2025-03-18T17:40:00.000Z","116.62","-0.77","-0.77","3,202,206"
"2025-03-18T17:45:00.000Z","116.91","0.25","0.25","2,572,759"
"2025-03-18T17:50:00.000Z","117.18","0.23","0.24","4,479,377"
"2025-03-18T17:55:00.000Z","116.88","-0.26","-0.26","2,795,375"
"2025-03-18T18:00:00.000Z","115.86","-0.87","-0.86","4,096,571"
"2025-03-18T18:05:00.000Z","116.17","0.27","0.28","3,419,262"
"2025-03-18T18:10:00.000Z","115.81","-0.31","-0.31","2,274,346"
"2025-03-18T18:15:00.000Z","116.25","0.38","0.38","2,475,764"
"2025-03-18T18:20:00.000Z","116.71","0.39","0.40","3,280,626"
"2025-03-18T18:25:00.000Z","116.64","-0.06","-0.05","2,480,918"
"2025-03-18T18:30:00.000Z","116.39","-0.21","-0.21","2,877,185"
"2025-03-18T18:35:00.000Z","116.67","0.24","0.24","2,524,532"
"2025-03-18T18:40:00.000Z","116.58","-0.08","-0.07","2,106,355"
"2025-03-18T18:45:00.000Z","117.07","0.43","0.43","2,126,643"
"2025-03-18T18:50:00.000Z","117.24","0.14","0.15","4,105,865"
"2025-03-18T18:55:00.000Z","117.03","-0.18","-0.17","2,860,148"
"2025-03-18T19:00:00.000Z","117.16","0.11","0.11","1,962,651"
"2025-03-18T19:05:00.000Z","116.57","-0.50","-0.49","2,809,254"
"2025-03-18T19:10:00.000Z","116.58","0","0.01","2,134,005"
"2025-03-18T19:15:00.000Z","116.80","0.19","0.19","2,995,532"
"2025-03-18T19:20:00.000Z","116.48","-0.27","-0.27","2,739,391"
